,GenderSelect,Country,Age,EmploymentStatus,CodeWriter,CurrentJobTitleSelect,CurrentEmployerType,LanguageRecommendationSelect,FormalEducation,CompensationAmount,CompensationCurrency,exchangeRate,CompensationAmountExanged
10437,Male,United States,45.0,Employed full-time,Yes,Data Scientist,Employed by company that makes advanced analytic software,R,Doctoral degree,140000,USD,1.0,140000.0
10441,Male,United States,56.0,Employed full-time,Yes,Data Miner,Employed by a company that performs advanced analytics,Python,Master's degree,90000,USD,1.0,90000.0
10448,Male,Canada,38.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,R,Doctoral degree,65000,CAD,0.823688,53539.72
10450,Male,India,34.0,Employed full-time,Yes,Statistician,Employed by professional services/consulting firm,SAS,Master's degree,2100000,INR,0.01562,32802.0
10456,Male,United States,,Employed full-time,Yes,Data Scientist,Employed by non-profit or NGO,R,Doctoral degree,115000,USD,1.0,115000.0
10461,Male,Turkey,47.0,Employed full-time,Yes,Predictive Modeler,Self-employed,C/C++/C#,Bachelor's degree,150000,TRY,0.29178,43767.0
10462,Male,People 's Republic of China,35.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,Python,Master's degree,260000,CNY,0.153,39780.0
10465,Female,United States,47.0,Employed full-time,Yes,Business Analyst,Employed by professional services/consulting firm,SQL,Bachelor's degree,130000,USD,1.0,130000.0
10466,Male,France,40.0,Employed full-time,Yes,Data Analyst,Employed by a company that performs advanced analytics,Python,Master's degree,72000,EUR,1.195826,86099.47200000001
10467,Female,South Africa,26.0,Employed full-time,Yes,Data Analyst,Employed by professional services/consulting firm,SAS,Master's degree,400000,ZAR,0.077002,30800.8
10469,Male,Japan,31.0,Employed full-time,Yes,Predictive Modeler,"Employed by professional services/consulting firm,Employed by a company that performs advanced analytics",R,Master's degree,7500000,JPY,0.009108,68310.0
10474,Male,Russia,25.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,Python,Master's degree,1500000,RUB,0.017402,26103.0
10486,Male,India,24.0,Employed full-time,Yes,Machine Learning Engineer,Employed by company that makes advanced analytic software,Python,Bachelor's degree,1600000,INR,0.01562,24992.0
10488,Male,Canada,27.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,Python,Doctoral degree,65000,CAD,0.823688,53539.72
10490,Male,Germany,36.0,Employed full-time,Yes,Other,Employed by college or university,Python,Doctoral degree,100000,EUR,1.195826,119582.6
10498,Male,France,25.0,Employed full-time,Yes,Data Scientist,"Employed by professional services/consulting firm,Employed by a company that performs advanced analytics",Python,Master's degree,40000,EUR,1.195826,47833.04
10501,Female,India,23.0,Employed full-time,Yes,Engineer,Employed by professional services/consulting firm,Python,Bachelor's degree,12000,INR,0.01562,187.44
10504,Male,United States,37.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by a company that performs advanced analytics,Python,Bachelor's degree,132000,USD,1.0,132000.0
10508,Male,United States,32.0,Employed full-time,Yes,Machine Learning Engineer,Employed by a company that doesn't perform advanced analytics,Python,Master's degree,120000,USD,1.0,120000.0
10509,Male,Argentina,30.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,Python,Master's degree,390000,ARS,0.058444,22793.16
10512,Male,Italy,39.0,Employed full-time,Yes,Scientist/Researcher,Employed by company that makes advanced analytic software,Python,Doctoral degree,60000,EUR,1.195826,71749.56
10514,Male,United States,27.0,Employed full-time,Yes,Business Analyst,Employed by a company that doesn't perform advanced analytics,R,Bachelor's degree,62000,USD,1.0,62000.0
10522,Male,Finland,27.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,Python,Master's degree,30000,EUR,1.195826,35874.78
10526,Male,United States,27.0,Employed full-time,Yes,Engineer,Employed by a company that doesn't perform advanced analytics,R,Master's degree,47000,USD,1.0,47000.0
10539,Male,United States,54.0,Employed full-time,Yes,Other,Employed by professional services/consulting firm,Python,Master's degree,170000,USD,1.0,170000.0
10544,Male,Poland,27.0,Employed full-time,Yes,Data Analyst,Employed by a company that performs advanced analytics,Python,Master's degree,36000,PLN,0.281104,10119.744
10545,Male,United States,29.0,Employed full-time,Yes,Engineer,Employed by professional services/consulting firm,Python,Doctoral degree,50000,USD,1.0,50000.0
10546,Male,France,40.0,Employed full-time,Yes,Engineer,Employed by company that makes advanced analytic software,Python,Master's degree,60000,EUR,1.195826,71749.56
10552,Male,India,30.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,R,Bachelor's degree,2400000,INR,0.01562,37488.0
10553,Male,United States,57.0,Employed full-time,Yes,Data Scientist,Employed by non-profit or NGO,Python,Bachelor's degree,130000,USD,1.0,130000.0
10558,Male,United States,30.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,Python,Doctoral degree,137000,USD,1.0,137000.0
10562,Male,Russia,34.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,Python,Doctoral degree,32000,USD,1.0,32000.0
10569,Male,Spain,25.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,Python,Master's degree,25000,EUR,1.195826,29895.65
10574,Male,Greece,26.0,Employed full-time,Yes,Business Analyst,Employed by a company that doesn't perform advanced analytics,Python,Master's degree,25000,EUR,1.195826,29895.65
10576,Male,France,63.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by professional services/consulting firm,C/C++/C#,Master's degree,80000,EUR,1.195826,95666.08
10578,Male,Brazil,33.0,Employed full-time,Yes,Other,Employed by a company that performs advanced analytics,R,Master's degree,500000,BRL,0.32135,160675.0
10583,Male,Germany,40.0,Employed full-time,Yes,Machine Learning Engineer,Employed by a company that performs advanced analytics,Python,Doctoral degree,70000,EUR,1.195826,83707.82
10587,Male,Canada,35.0,Employed full-time,Yes,Data Analyst,"Employed by professional services/consulting firm,Employed by a company that performs advanced analytics",SAS,Master's degree,100000,CAD,0.823688,82368.8
10589,Male,Colombia,32.0,Employed full-time,Yes,Researcher,Employed by college or university,R,Master's degree,42000000,COP,0.000342,14364.0
10590,Male,Spain,27.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,R,Master's degree,30000,EUR,1.195826,35874.78
10595,Female,Colombia,24.0,Employed full-time,Yes,Data Analyst,Employed by professional services/consulting firm,Python,Bachelor's degree,28400000,COP,0.000342,9712.800000000001
10600,Male,Canada,55.0,Employed full-time,Yes,Data Analyst,Employed by a company that doesn't perform advanced analytics,R,Master's degree,100000,CAD,0.823688,82368.8
10604,Male,United States,44.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by company that makes advanced analytic software,Python,Master's degree,75000,USD,1.0,75000.0
10605,Male,Mexico,22.0,Employed full-time,Yes,Data Analyst,"Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",R,Bachelor's degree,240000,MXN,0.056414,13539.36
10607,Male,Russia,36.0,Employed full-time,Yes,Software Developer/Software Engineer,Self-employed,Python,Master's degree,48000,USD,1.0,48000.0
10610,Male,France,23.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,Python,Master's degree,75000,USD,1.0,75000.0
10612,Male,United States,38.0,Employed full-time,Yes,Statistician,Employed by college or university,R,Master's degree,45000,USD,1.0,45000.0
10614,Male,United States,59.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,Python,Doctoral degree,100000,USD,1.0,100000.0
10623,Male,Canada,34.0,Employed full-time,Yes,Data Scientist,"Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",Python,Doctoral degree,100000,CAD,0.823688,82368.8
10626,Male,United States,43.0,Employed full-time,Yes,Other,Employed by professional services/consulting firm,,Doctoral degree,175000,USD,1.0,175000.0
10627,Male,United Kingdom,52.0,Employed full-time,Yes,Other,Employed by company that makes advanced analytic software,Python,Master's degree,100000,GBP,1.324188,132418.8
10628,Male,United States,31.0,Employed full-time,Yes,Other,Employed by a company that performs advanced analytics,Python,Bachelor's degree,83000,USD,1.0,83000.0
10630,Male,Canada,41.0,Employed full-time,Yes,Other,Employed by professional services/consulting firm,SQL,Bachelor's degree,105000,CAD,0.823688,86487.23999999999
10634,Male,United States,60.0,Employed full-time,Yes,Data Analyst,Employed by a company that performs advanced analytics,Python,Bachelor's degree,225000,USD,1.0,225000.0
10637,Male,United States,35.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,Python,Master's degree,100000,USD,1.0,100000.0
10647,Male,United States,44.0,Employed full-time,Yes,Other,Employed by government,Python,Doctoral degree,135000,USD,1.0,135000.0
10656,"Non-binary, genderqueer, or gender non-conforming",United States,48.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,R,Doctoral degree,235000,USD,1.0,235000.0
10665,Male,United States,42.0,Employed full-time,Yes,Data Scientist,Employed by a company that doesn't perform advanced analytics,R,Master's degree,100000,USD,1.0,100000.0
10671,Female,Russia,25.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by professional services/consulting firm,Python,Master's degree,1080000,RUB,0.017402,18794.16
10674,Male,Russia,28.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,Python,Master's degree,864000,RUB,0.017402,15035.328000000001
10677,Male,South Africa,38.0,Employed full-time,Yes,DBA/Database Engineer,Employed by professional services/consulting firm,SQL,Some college/university study without earning a bachelor's degree,10000,AED,0.272256,2722.56
10678,Male,Brazil,36.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,Python,Master's degree,90000,BRL,0.32135,28921.500000000004
10682,Male,Colombia,29.0,Employed full-time,Yes,Machine Learning Engineer,Employed by professional services/consulting firm,Python,Master's degree,84000000,COP,0.000342,28728.0
10685,Male,United States,28.0,Employed full-time,Yes,Data Analyst,Employed by non-profit or NGO,Python,Master's degree,72000,SDG,0.149504,10764.288
10691,Male,Australia,30.0,Employed full-time,Yes,Business Analyst,Employed by company that makes advanced analytic software,Python,Master's degree,70000,AUD,0.80231,56161.7
10696,Male,United States,41.0,Employed full-time,Yes,Other,Employed by professional services/consulting firm,Python,Master's degree,130000,USD,1.0,130000.0
10708,Male,Indonesia,24.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,Python,Bachelor's degree,66000000,IDR,7.6e-05,5016.0
10710,Male,Italy,31.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,R,Master's degree,30000,EUR,1.195826,35874.78
10711,Male,Turkey,28.0,Employed full-time,Yes,Other,"Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics,Employed by a company that doesn't perform advanced analytics",Python,Master's degree,100000,TRY,0.29178,29178.0
10715,Male,Spain,44.0,Employed full-time,Yes,Data Analyst,Employed by professional services/consulting firm,R,Master's degree,45000,EUR,1.195826,53812.170000000006
10720,Male,Singapore,46.0,Employed full-time,Yes,Predictive Modeler,Employed by a company that doesn't perform advanced analytics,Python,Master's degree,240000,SGD,0.742589,178221.36000000002
10731,Male,South Africa,46.0,Employed full-time,Yes,Software Developer/Software Engineer,"Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",R,Master's degree,960000,ZAR,0.077002,73921.92
10732,Male,United Kingdom,30.0,Employed full-time,Yes,Machine Learning Engineer,Employed by a company that performs advanced analytics,SQL,Master's degree,75000,GBP,1.324188,99314.09999999999
10737,Female,Canada,28.0,Employed full-time,Yes,Other,"Employed by professional services/consulting firm,Employed by company that makes advanced analytic software",,Master's degree,85000,CAD,0.823688,70013.48
10739,Male,United States,50.0,Employed full-time,Yes,Researcher,Employed by college or university,Python,Master's degree,110000,USD,1.0,110000.0
10742,Male,United States,36.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by a company that performs advanced analytics,Python,Doctoral degree,120000,USD,1.0,120000.0
10743,Male,Japan,27.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,Python,Bachelor's degree,6000000,JPY,0.009108,54648.0
10744,Male,United States,27.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,Python,Doctoral degree,35000,USD,1.0,35000.0
10745,Male,Malaysia,45.0,Employed full-time,Yes,Engineer,Employed by government,Python,Bachelor's degree,160000,MYR,0.237786,38045.76
10746,Male,United States,31.0,Employed full-time,Yes,Scientist/Researcher,"Employed by professional services/consulting firm,Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",Python,Master's degree,100000,USD,1.0,100000.0
